"ID","MonthlyIncome"
1152,5807.06210521655
1153,5128.86785188469
1154,2527.3291323422
1155,6158.59928877904
1156,12815.3038423197
1157,2459.52623716642
1158,4353.77201990105
1159,2664.71176898065
1160,5047.52520709723
1161,2641.34301089687
1162,8289.1876110219
1163,2906.65420634699
1164,8499.34593201387
1165,2641.13730108875
1166,2144.52198598945
1167,10087.0491746073
1168,5133.9338664522
1169,2615.04184830456
1170,3014.72371787207
